plate,well,control,gene_symbol,score_area_mean_HCT116,score_area_mean_RPE1,score_cell_n_HCT116,score_cell_n_RPE1,score_k_corr_perc_mean_HCT116,score_k_corr_perc_mean_RPE1,score_radial_dist_mean_mean_HCT116,score_radial_dist_mean_mean_RPE1,score_spots_number_mean_HCT116,score_spots_number_mean_RPE1,raw_repeat_1_area_mean_HCT116,raw_repeat_1_area_mean_RPE1,raw_repeat_1_cell_n_HCT116,raw_repeat_1_cell_n_RPE1,raw_repeat_1_k_corr_perc_mean_HCT116,raw_repeat_1_k_corr_perc_mean_RPE1,raw_repeat_1_radial_dist_mean_mean_HCT116,raw_repeat_1_radial_dist_mean_mean_RPE1,raw_repeat_1_spots_number_mean_HCT116,raw_repeat_1_spots_number_mean_RPE1,raw_repeat_2_area_mean_HCT116,raw_repeat_2_area_mean_RPE1,raw_repeat_2_cell_n_HCT116,raw_repeat_2_cell_n_RPE1,raw_repeat_2_k_corr_perc_mean_HCT116,raw_repeat_2_k_corr_perc_mean_RPE1,raw_repeat_2_radial_dist_mean_mean_HCT116,raw_repeat_2_radial_dist_mean_mean_RPE1,raw_repeat_2_spots_number_mean_HCT116,raw_repeat_2_spots_number_mean_RPE1,ratio_repeat_1_area_mean_HCT116,ratio_repeat_1_area_mean_RPE1,ratio_repeat_1_cell_n_HCT116,ratio_repeat_1_cell_n_RPE1,ratio_repeat_1_k_corr_perc_mean_HCT116,ratio_repeat_1_k_corr_perc_mean_RPE1,ratio_repeat_1_radial_dist_mean_mean_HCT116,ratio_repeat_1_radial_dist_mean_mean_RPE1,ratio_repeat_1_spots_number_mean_HCT116,ratio_repeat_1_spots_number_mean_RPE1,ratio_repeat_2_area_mean_HCT116,ratio_repeat_2_area_mean_RPE1,ratio_repeat_2_cell_n_HCT116,ratio_repeat_2_cell_n_RPE1,ratio_repeat_2_k_corr_perc_mean_HCT116,ratio_repeat_2_k_corr_perc_mean_RPE1,ratio_repeat_2_radial_dist_mean_mean_HCT116,ratio_repeat_2_radial_dist_mean_mean_RPE1,ratio_repeat_2_spots_number_mean_HCT116,ratio_repeat_2_spots_number_mean_RPE1,norm_repeat1_area_mean_HCT116,norm_repeat1_area_mean_RPE1,norm_repeat1_cell_n_HCT116,norm_repeat1_cell_n_RPE1,norm_repeat1_k_corr_perc_mean_HCT116,norm_repeat1_k_corr_perc_mean_RPE1,norm_repeat1_radial_dist_mean_mean_HCT116,norm_repeat1_radial_dist_mean_mean_RPE1,norm_repeat1_spots_number_mean_HCT116,norm_repeat1_spots_number_mean_RPE1,norm_repeat2_area_mean_HCT116,norm_repeat2_area_mean_RPE1,norm_repeat2_cell_n_HCT116,norm_repeat2_cell_n_RPE1,norm_repeat2_k_corr_perc_mean_HCT116,norm_repeat2_k_corr_perc_mean_RPE1,norm_repeat2_radial_dist_mean_mean_HCT116,norm_repeat2_radial_dist_mean_mean_RPE1,norm_repeat2_spots_number_mean_HCT116,norm_repeat2_spots_number_mean_RPE1,sd_cell_n_HCT116,sd_cell_n_RPE1,sd_k_area_mean_HCT116,sd_k_area_mean_RPE1,sd_k_corr_perc_mean_HCT116,sd_k_corr_perc_mean_RPE1,sd_radial_dist_mean_mean_HCT116,sd_radial_dist_mean_mean_RPE1,sd_spots_number_mean_HCT116,sd_spots_number_mean_RPE1
1,B16,sample,ASF1B,0.52,3.19,-0.17,-1.95,-0.3,-1.33,-2.14,2.48,-1,-2.61,127.372915402217,215.947476313969,760,152,58.6828947368421,49.3289473684211,0.51534298309859,0.549381499811528,31.5618421052632,28.8684210526316,116.77902733731,188.749832651124,334,596,55.1167664670659,38.5377516778523,0.445526395666461,0.541082770715002,27.9730538922156,30.1208053691275,1.04,1.2,0.911,0.439,0.994,0.928,1.01,1.08,0.96,0.897,1.02,1.12,0.96,0.722,0.934,1.04,0.887,1.01,0.899,0.954,0.545,3.38,-0.334,-1.576,0.001,-2.642,0.485,3.912,-0.536,-2.837,0.492,3.005,0,-2.318,-0.609,-0.02,-4.771,1.048,-1.462,-2.387,0.2361736649163069,0.5246732316404182,0.03747665940288705,0.2651650429449553,0.4313351365237939,1.8540339802711276,3.7165532419164937,2.025153821318272,0.654780879378743,0.3181980515339465
2,D02,sample,APOBEC1,-2.72,-0.38,-0.15,1.03,-0.36,-0.61,2.02,0.03,0.1,1.26,117.266884839287,171.963124412705,1108,623,57.969314079422404,49.9927768860353,0.518049779735124,0.500755242935295,34.0920577617329,33.2825040128411,100.564943704227,164.954815152731,151,956,57.817880794702,34.7531380753138,0.528511418702747,0.540955311109963,31.4370860927152,32.739539748954,0.956,0.982,1.38,1.61,1.01,0.966,0.993,0.982,0.954,1.03,0.829,0.996,0.19,1.1,0.975,0.947,1.05,1.01,0.964,1.03,-0.567,-0.87,2.043,2.199,0.116,-0.009,-0.292,-0.783,0.036,0.983,-4.864,0.112,-2.342,-0.131,-0.844,-1.207,4.341,0.852,0.167,1.546,3.1006632355030113,1.6475588001646555,3.038437838758594,0.6943788591251897,0.6788225099390857,0.847113923861484,3.276025717237274,1.1561195872400052,0.09263098833543772,0.3981011178080263
2,I07,sample,HIST1H1E,1.12,4.31,0.37,-1.76,-0.43,-2.1,1.02,3.1,0.62,-0.24,129.19202077481,207.285004732802,595,280,57.8697478991597,46.3982142857143,0.528554817898697,0.532907039545001,36.5596638655462,31.0285714285714,126.910805784519,183.669005719728,846,514,59.7807328605201,33.9163424124514,0.51135215756961,0.543403842466329,33.580378250591,31.1789883268482,1.05,1.18,0.739,0.724,1.01,0.897,1.01,1.04,1.02,0.96,1.05,1.11,1.06,0.592,1.01,0.924,1.01,1.02,1.03,0.981,1.27,4.293,-0.133,-0.749,0.499,-2.32,0.322,3.679,-0.176,-0.409,0.966,4.331,0.881,-2.77,-1.356,-1.884,1.727,2.517,1.426,-0.063,0.7170062761231593,1.4290628047780125,0.2149604614807105,0.02687005768508899,1.3116830791010456,0.3082985565973347,0.9934850275670992,0.8216580797387681,1.1327850634608492,0.24465894629054544
3,O08,sample,NUP98,-3.41,-1.37,-0.03,0.2,-0.43,1.07,1.39,-0.94,-2.31,-2.62,110.572835208553,169.666084735016,797,334,54.4084065244667,55.0778443113772,0.53550738951207,0.510085101583569,36.6072772898369,30.5568862275449,113.789950064342,162.530714062723,779,836,60.2779204107831,40.572966507177,0.509660262383959,0.525362551482189,30.5301668806162,30.5562200956938,0.887,0.953,1.02,0.866,0.955,1.05,1.02,1,1.01,0.936,0.93,0.959,0.884,1.08,1.01,1.09,1.01,0.986,0.924,0.974,-4.06,-0.985,-0.049,0.06,-0.847,0.88,1.092,-0.174,-1.183,-2.594,-2.763,-1.755,-0.021,0.336,-0.016,1.252,1.683,-1.698,-3.432,-2.644,0.01979898987322333,0.19516147160748712,0.917117495198952,0.5444722215136415,0.587605735166021,0.2630437226013957,0.4179001076812496,1.0776307345282985,1.590283150888545,0.03535533905932756
1,D07,sample,HIST1H3A,1.36,2.71,0.07,-1.34,-0.46,0.7,-0.08,0.23,-1.22,-0.8,129.098041794963,195.695501220603,743,330,58.6864064602961,51.0984848484849,0.515385884685309,0.508618481997635,31.5814266487214,31.2666666666667,117.976036349083,182.571283738969,364,704,58.4340659340659,39.5298295454545,0.500764365209454,0.5404017369003,31.4313186813187,31.3025568181818,1.05,1.08,0.891,0.954,0.994,0.961,1.01,0.998,0.96,0.972,1.03,1.08,1.05,0.853,0.99,1.07,0.997,1.01,1.01,0.992,1.567,2.265,-0.769,-0.775,-0.925,-0.081,0.703,0.072,-2.194,-0.786,1.144,3.159,0.909,-1.901,0.01,1.488,-0.869,0.379,-0.253,-0.82,1.1865251788310267,0.7962022356160525,0.2991061684419096,0.6321534623807733,0.6611448404094219,1.1094505396816932,1.1115718600252529,0.2170817818242701,1.372494262283089,0.02404163056034256
4,I18,sample,SFPQ,-2.23,3.24,-1.52,-0.47,-0.49,2.79,3.69,2.1,-1.69,-0.17,116.652147601726,185.592925003915,509,129,55.3546168958743,56.1317829457364,0.551242503648411,0.539114442155754,34.7485265225933,30.4728682170543,113.109604718966,193.450670517191,738,587,61.1016260162602,46.6558773424191,0.517314187834236,0.53908533122314,30.0758807588076,31.557069846678,0.936,1.11,0.652,0.551,0.957,1.05,1.06,1.05,1.03,0.96,0.93,1.13,0.784,0.768,1.04,1.23,1.02,1.01,0.913,0.996,-2.448,3.46,-1.802,-0.173,-2.2,0.513,5.47,1.483,0.448,-0.335,-2.021,3.015,-1.23,-0.758,1.227,5.062,1.902,2.715,-3.831,0,0.4044650788387053,0.4136574669941303,0.3019345955666558,0.31466251762801356,2.4232549391262985,3.2166287476176048,2.5229569952736015,0.8711555544218264,3.0257099166972368,0.23688077169749344
1,E03,sample,NUP107,-3.29,0.45,0.07,-0.96,-0.55,0.26,0.81,0.44,-1.62,-2.41,105.075513171732,187.280284349847,658,269,57.6588145896657,52.2453531598513,0.521196422338061,0.514721043115479,30.0911854103343,30.0557620817844,104.334104962926,175.431395914289,419,712,56.4773269689737,40.373595505618,0.522812402734182,0.534375143431222,31.6157517899761,29.7457865168539,0.857,1.04,0.789,0.777,0.976,0.982,1.02,1.01,0.915,0.934,0.912,1.04,1.2,0.863,0.957,1.09,1.04,0.996,1.02,0.942,-6.094,0.327,-1.121,-1.081,-0.969,-0.676,0.461,0.736,-4.164,-1.732,-0.495,0.575,1.262,-0.83,-0.126,1.192,1.153,0.153,0.916,-3.08,1.6850354595675427,0.17748380207782344,3.95909086786348,0.17536248173426375,0.5960910165402595,1.3208754672564709,0.4893178925810909,0.4122432534317572,3.592102448427662,0.953179941039466
1,N05,sample,SAP30L,-1.12,2.95,0.22,-1.37,-0.56,0,0.45,1.02,0.83,-0.12,120.946368025872,203.730875980598,982,184,57.5977596741344,53.4184782608696,0.518736148294779,0.531796276602322,34.7209775967413,31.3695652173913,103.583512301482,180.238935201001,292,575,60.8938356164384,37.8408695652174,0.507642814700779,0.535259635483382,30.1506849315068,31.3669565217391,0.987,1.13,1.18,0.532,0.975,1,1.01,1.04,1.06,0.975,0.905,1.07,0.839,0.697,1.03,1.02,1.01,0.998,0.969,0.994,-0.229,3.394,0.419,-0.587,-1.207,-0.001,0.198,2.22,1.437,-0.225,-2.003,2.508,0.027,-2.16,0.095,-0.002,0.709,-0.185,0.226,-0.007,0.27718585822512665,1.1122789668064397,1.2544074298249352,0.6264966081312812,0.9206530291048848,7.071067811865475e-4,0.36133156518632575,1.700591808753647,0.8563063120169091,0.15414927829866737
1,E15,sample,POLR2E,-0.25,2.66,-0.63,-1.98,-0.58,-0.54,1.03,2.25,-1.68,-3.74,122.407475504004,205.516439892923,711,143,57.6821378340366,48.6958041958042,0.519037054213261,0.549206961597085,31.3867791842475,25.993006993007,115.277524341746,189.149402185249,339,599,55.4380530973451,39.1076794657763,0.518420235812599,0.534176848203326,30.4365781710914,30.3572621035058,0.999,1.14,0.853,0.413,0.977,0.916,1.01,1.08,0.954,0.808,1.01,1.12,0.974,0.726,0.939,1.06,1.03,0.996,0.978,0.962,-0.461,2.312,-1.03,-2.009,-0.392,-2.018,0.819,4.732,-2.574,-5.312,-0.047,3.004,-0.234,-1.952,-0.76,0.947,1.249,-0.232,-0.778,-2.166,0.5628569978244918,0.04030508652763317,0.2927422074112307,0.489317892581091,0.26021529547664946,2.0965716062181134,0.3040559159102156,3.510078061810022,1.2699637790110392,2.224557933612879
1,O08,sample,CNOT6,1.19,-0.09,0.23,0.03,-0.64,1.16,-0.17,-0.76,3.06,1.23,126.804649762203,177.502348152507,876,387,58.587899543379,56.109819121447,0.506319233414732,0.500122072546751,36.4052511415525,33.7803617571059,114.51780146831,168.468025745658,353,908,57.4631728045326,38.4498898678414,0.503591044985637,0.536474268338558,32.3597733711048,32.5958149779736,1.03,0.982,1.05,1.12,0.992,1.06,0.99,0.981,1.11,1.05,1,0.996,1.01,1.1,0.974,1.04,1,1,1.04,1.03,2.302,-0.167,0.615,0.044,-0.635,1.617,-0.912,-0.543,5.484,1.025,0.079,-0.019,-0.157,0.022,-0.641,0.705,0.577,-0.974,0.636,1.443,0.5458864350760146,0.01555634918610404,1.571898374577695,0.10465180361560904,0.00424264068711928,0.6448813844421314,1.0528819971867691,0.30476302269140193,3.4280536751923822,0.295570634535977
2,B06,sample,DNMT3B,0.14,0.43,-0.04,-1.82,-0.67,-0.21,0.1,-0.42,0.06,-2.95,122.216164672659,186.418293608966,806,264,57.2574441687345,51.8276515151515,0.521450644116584,0.506675916074061,33.9888337468983,31.094696969697,122.898949568807,167.044985962091,789,799,58.4759188846641,36.7659574468085,0.50505673367132,0.532694130115124,32.1191381495564,30.8448060075094,0.996,1.06,1,0.682,0.998,1,1,0.993,0.951,0.962,1.01,1.01,0.991,0.92,0.986,1,1,0.997,0.985,0.971,0.012,0.602,-0.013,-2.379,-0.664,-0.353,-0.025,0.064,0.145,-2.289,0.267,0.251,-0.06,-1.256,-0.686,-0.063,0.225,-0.91,-0.033,-3.621,0.03323401871576773,0.7940809152724928,0.18031222920256965,0.24819448019647816,0.01555634918610406,0.2050609665440988,0.1767766952966369,0.6887220048756973,0.12586500705120546,0.9418662325404812
4,K10,sample,ORC2,0.4,-0.39,1.21,3.23,-0.69,-0.74,-0.22,-0.35,2.58,1.62,127.74881753209,169.958018409675,831,589,56.4699157641396,48.1943972835314,0.516862804569567,0.512034581491751,38.0782190132371,33.2835314091681,124.304880635169,165.632131241834,1126,951,58.7837477797513,34.5509989484753,0.510345902732427,0.537713742762502,34.7380106571936,32.4490010515247,1.02,1.02,1.06,2.52,0.977,0.905,0.997,0.994,1.13,1.05,1.02,0.972,1.2,1.24,0.998,0.913,1.01,1.01,1.05,1.02,0.352,0.093,0.618,4.985,-0.921,-0.691,-0.849,-0.792,2.696,1.738,0.448,-0.882,1.797,1.473,-0.45,-0.78,0.408,0.083,2.462,1.511,0.8336788950189394,2.483359015527155,0.06788225099390859,0.6894291116568838,0.3330472939388639,0.06293250352560278,0.8888332239514902,0.6187184335382291,0.16546298679765212,0.16051323932934636
4,D20,sample,GNL3,0.11,0,-2,-0.76,-0.74,-1.23,4.52,2.78,-2.95,-2.13,120.421995606271,179.744796595655,352,168,56.5411931818182,46.1458333333333,0.551661124827464,0.559153106417726,28.2130681818182,27.9345238095238,124.231927724052,183.457517426897,876,553,58.8892694063927,35.621157323689,0.528617892542433,0.549098165310291,29.7305936073059,29.2061482820977,0.966,1.08,0.451,0.718,0.978,0.866,1.06,1.09,0.838,0.88,1.02,1.08,0.931,0.724,1,0.941,1.04,1.03,0.902,0.922,0,0,-3.99,-1.453,-1.233,-1.742,5.563,2.321,-2.595,-1.645,0.214,0,0,-0.057,-0.239,-0.708,3.472,3.235,-3.298,-2.616,2.821356056934325,0.9871210665364204,0.15132085117392116,0,0.7028641404994284,0.7311484117468902,1.4785602794610708,0.6462955980045042,0.4970960671741428,0.6866006845321377
3,E02,sample,SUDS3,0.11,0.56,1.92,0.11,-0.75,-0.34,-0.58,0.59,1.29,3.54,117.450289078699,184.044156197018,1084,466,54.080258302583,52.4216738197425,0.528630054780368,0.508029695553011,38.4188191881919,34.6523605150215,121.494851860603,171.948402165492,904,880,59.5094026548673,37.9125,0.496511806856613,0.538659808102639,32.5033185840708,33.4704545454545,0.942,1.03,1.39,1.21,0.949,1,1.01,0.996,1.06,1.06,0.993,1.01,1.03,1.13,0.997,1.01,0.985,1.01,0.984,1.07,-0.403,0.678,2.691,0.115,-1.511,-0.679,0.236,0.023,2.461,2.614,0.632,0.447,1.155,0.11,0.016,0,-1.405,1.154,0.125,4.458,1.086116015902537,0.00353553390593274,0.7318555185280767,0.1633416664540925,1.079752054871858,0.4801255044256658,1.1603622279271244,0.7997377695219852,1.651801440851775,1.3039049045079938
2,F03,sample,ARID1A,-3.25,-0.69,-0.4,1.4,-0.81,-0.84,0.22,0.72,-1.64,1.89,122.65588116941,174.480923999075,745,501,60.4885906040268,50.126746506986,0.51642466468121,0.503503674844349,31.9463087248322,32.4630738522954,104.309913190736,163.715439726987,600,991,57.4458333333333,36.0459132189707,0.502817795414779,0.538850889499022,29.7233333333333,32.5368314833501,1,0.996,0.925,1.29,1.05,0.969,0.99,0.987,0.894,1,0.86,0.989,0.753,1.14,0.968,0.982,0.995,1.01,0.911,1.02,-0.046,-1.103,-0.039,1.305,0.656,-1.235,0.512,-0.66,-0.541,1.03,-6.454,-0.274,-0.769,1.49,-2.275,-0.449,-0.076,2.097,-2.743,2.75,0.5161879502661797,0.13081475451951133,4.531140253843397,0.5861915216036478,2.072529975657771,0.5557859300126264,0.4157787873376899,1.9494933957313112,1.5570491321727775,1.2162236636408617
2,J02,sample,UTY,-0.38,-3.09,-0.59,4.1,-0.84,-1.5,0.85,-1.64,1.18,-0.59,122.33648730163,159.047154664714,1038,858,56.0727360308285,47.3712121212121,0.525465241303205,0.490919792903866,39.3150289017341,31.5454545454545,111.819924746991,146.6735374369,313,1217,59.4105431309904,36.8775677896467,0.513977085149729,0.53144540247499406,31.9648562300319,31.9383730484799,0.997,0.908,1.29,2.22,0.977,0.916,1.01,0.963,1.1,0.976,0.922,0.886,0.393,1.4,1,1,1.02,0.995,0.98,1.01,0.632,-2.329,1.369,4.386,-1.364,-2.275,0.212,-2.397,1.719,-1.096,-1.384,-3.851,-2.551,3.805,-0.325,-0.715,1.487,-0.887,0.645,-0.088,2.7718585822512662,0.41082903986938407,1.4255272708720796,1.0762165209659251,0.7346839456528229,1.103086578651014,0.9015611460128482,1.0677312395916867,0.7594326829943521,0.7127636354360399
3,D09,sample,LMNB1,-3.49,-1.39,0.78,0.69,-0.87,0.67,1.42,0.71,-0.8,-0.59,116.098686317252,163.819709637266,870,456,56.6379310344828,53.4736842105263,0.527544130147864,0.510227701252134,35.2850574712644,31.359649122807,108.709374634888,165.467981842658,934,843,57.8688436830835,39.208778173191,0.51818857860624,0.535259686641816,31.4304068522484,30.1008303677343,0.931,0.921,1.11,1.18,0.994,1.02,1.01,1,0.978,0.96,0.889,0.976,1.06,1.09,0.969,1.05,1.03,1,0.951,0.959,-2.405,-1.607,1.113,0.876,-0.275,0.872,0.265,0.426,-0.863,-0.046,-4.569,-1.178,0.438,0.506,-1.457,0.46,2.581,0.984,-0.735,-1.132,0.4772970773009196,0.2616295090390226,1.5301790744876889,0.3033488091290289,0.8358002153624992,0.29132799384885755,1.637659305228044,0.3945655839020935,0.09050966799187808,0.7679179643685905
4,L19,sample,NCL,-0.09,0.24,-1.44,-0.14,-0.98,-3.07,3.72,1.8,-3.45,-1.71,122.415356453345,181.378106725029,467,275,56.0192719486081,44.1527272727273,0.553819961791696,0.537203267837187,31.1177730192719,29.4981818181818,123.404198139416,173.040424980663,775,615,57.4496774193548,33.9853658536585,0.523851617372621,0.543263974255774,29.8141935483871,30.1934959349594,0.982,1.09,0.598,1.18,0.969,0.829,1.07,1.04,0.925,0.929,1.01,1.02,0.824,0.805,0.975,0.898,1.03,1.02,0.905,0.953,-0.184,0.815,-1.906,-0.28,-1.091,-3.116,4.915,1.41,-3.772,-1.703,0,-0.342,-0.966,0,-0.868,-3.034,2.528,2.187,-3.127,-1.722,0.6646803743153546,0.19798989873223333,0.13010764773832473,0.8181225458328355,0.15768481220460007,0.05798275605729711,1.687863886692289,0.5494219689819474,0.4560838738653232,0.01343502884254433
2,I11,sample,NUP133,-3.51,0.33,1.22,0.58,-1.07,-0.15,1.87,0.51,-0.99,-0.44,114.773927733382,181.041289829107,951,390,55.7860147213459,51.5076923076923,0.529974729751979,0.509603302704654,36.9463722397476,31,111.434765049174,163.725338670013,1033,855,59.3126815101646,36.5567251461988,0.515373806217225,0.539396790875056,31.3378509196515,31.1590643274854,0.936,1.03,1.18,1.01,0.972,0.996,1.02,0.999,1.03,0.959,0.919,0.989,1.3,0.984,1,0.996,1.02,1.01,0.961,0.981,-3.283,0.927,0.811,0.387,-1.053,-0.282,1.303,-0.045,-0.362,-0.399,-3.738,-0.267,1.623,0.767,-1.082,-0.017,2.429,1.066,-1.616,-0.484,0.5741707063234766,0.26870057685088805,0.3217335854398792,0.8442854967367378,0.02050609665440997,0.18738329701443507,0.7962022356160524,0.7855956338982544,0.8867119036079306,0.06010407640085651
3,O10,sample,WAPL,-0.34,1.62,0.22,0.62,-1.27,1.37,0.23,-2.3,4.74,4.84,121.622783747586,190.264642410161,758,388,52.5,55.909793814433,0.538052702415178,0.500914724767161,45.4828496042216,35.75,124.030272580834,175.897919999364,813,728,59.8646986469865,38.3413461538462,0.502723606378912,0.520204894438807,36.6629766297663,34.3214285714286,0.975,1.07,0.971,1.01,0.921,1.07,1.03,0.982,1.26,1.09,1.01,1.04,0.923,0.938,1,1.03,0.997,0.976,1.11,1.09,-1.149,2.565,-0.237,1.647,-2.559,1.779,1.267,-1.832,5.86,4.638,0.461,0.665,0.686,-0.4,0.013,0.959,-0.798,-2.778,3.611,5.041,0.6526595590351834,1.4474475810888627,1.1384419177103415,1.3435028842544403,1.8186786412118003,0.5798275605729689,1.4601755031502206,0.668923015002474,1.5902831508885455,0.284964032818179
1,M08,sample,PPM1D,2.78,0.76,-0.24,-1.05,-1.29,-0.07,2.52,0.6,1.77,-0.29,131.520792499337,185.732882448701,833,327,57.0054021608643,53.5932721712538,0.52538807859485,0.517756202554215,34.8775510204082,31.9847094801223,127.953291454677,170.015615867595,200,783,60.2925,35.1334610472542,0.511759788054879,0.538036493046142,32.5,31.3920817369093,1.07,1.03,0.999,0.945,0.965,1.01,1.03,1.02,1.06,0.994,1.12,1.01,0.575,0.949,1.02,0.949,1.02,1,1.04,0.995,2.793,0.772,0.525,-1.094,-3.039,0.631,3.91,1.217,2.67,-0.358,2.762,0.75,-0.998,-1.006,0.454,-0.765,1.132,-0.008,0.862,-0.216,1.076923627747112,0.06222539674441624,0.02192031021678307,0.01555634918610406,2.4699239866846106,0.9871210665364204,1.9643426381362292,0.8662058069535208,1.2784490603852778,0.10040916292848974
4,C16,sample,MCM2,-2.75,-2.65,1.47,3.5,-1.38,-1.3,0.74,-0.37,0.26,2.31,122.982561360433,152.820824433932,923,397,59.2551462621885,53.0579345088161,0.514872754790728,0.484035240954404,34.1863488624052,32.8387909319899,117.343108185161,150.447317761767,1232,1241,58.1558441558442,37.0713134568896,0.50681169870959,0.537666917796772,33.2280844155844,33.3626107977438,0.986,0.918,1.18,1.7,1.02,0.996,0.993,0.939,1.02,1.03,0.965,0.883,1.31,1.62,0.987,0.979,0.999,1.01,1.01,1.05,-2.754,-1.605,0.822,2.431,-0.949,-0.639,0.598,-2.871,0.518,1.879,-2.751,-3.697,2.124,4.578,-1.82,-1.967,0.877,2.13,-0.005,2.745,0.920653029104885,1.5181582592075176,0.00212132034355972,1.4792673862422574,0.615890006413483,0.9390378054157352,0.1972827919510468,3.536241012713924,0.3698168465605643,0.6123544725075503
1,F16,sample,DPY30,-0.47,-0.12,0.16,0.6,-1.61,0.03,0.78,-0.85,2.7,1.73,132.231081564441,183.966281409477,959,457,57.492700729927,53.4091903719912,0.509375087931504,0.503201028151511,36.8571428571429,34.1247264770241,112.321969638722,172.547780488138,233,761,56.6931330472103,38.4264126149803,0.509084230581956,0.533746010142549,33.7381974248927,31.7056504599212,1.08,1.02,1.15,1.32,0.974,1,0.996,0.987,1.12,1.06,0.982,1.02,0.67,0.922,0.96,1.04,1.01,0.995,1.08,1,0.655,0.021,1.287,1.157,-2.115,0.025,0.074,-1.522,3.727,2.355,-1.601,-0.266,-0.958,0.052,-1.103,0.039,1.48,-0.172,1.68,1.098,1.587454723763799,0.781352993211135,1.5952328983568511,0.20293964620053911,0.7155920625607862,0.00989949493661166,0.9941921343482858,0.9545941546018392,1.4474475810888627,0.8888332239514902
3,I14,sample,CDK9,-2.3,-2.96,-0.46,0.22,-1.61,-2.36,2.45,1.6,-0.62,-0.38,112.452046009834,141.046260533499,604,216,52.955298013245,44.9328703703704,0.54269432843336,0.546677241718191,36.0645695364238,29.7962962962963,124.701902179939,165.396210801129,919,793,60.1610446137106,35.5397225725095,0.513442023803926,0.533695263533744,31.1741022850925,31.1891551071879,0.902,0.793,0.774,0.56,0.929,0.858,1.03,1.07,0.999,0.913,1.02,0.976,1.04,1.02,1.01,0.951,1.02,1,0.944,0.994,-4.857,-4.742,-0.929,-0.052,-2.859,-3.481,3.377,3.479,0.143,-0.985,0.264,-1.184,0.001,0.484,-0.363,-1.236,1.526,-0.271,-1.392,0.225,0.6576093065034893,0.37900923471598946,3.62109382645631,2.515885927461736,1.7649385258416226,1.587454723763799,1.3088546519762994,2.6516504294495533,1.0854089091213504,0.8555992052357225
2,O14,sample,MIER1,0.1,2.62,1.58,-0.4,-1.85,-0.47,0.34,0.87,0.65,0.97,124.274190147084,188.923901134245,1091,377,54.0884509624198,53.0119363395225,0.526665800960436,0.503861777104253,39.2474793767186,33.8355437665782,117.310543991233,172.239158997941,1090,828,57.0247706422018,36.6721014492754,0.51122483168308,0.539143730401333,33.9284403669725,32.6171497584541,1.01,1.08,1.35,0.974,0.943,1.02,1.01,0.988,1.1,1.05,0.967,1.04,1.37,0.953,0.961,0.999,1.01,1.01,1.04,1.03,0.419,3.058,1.72,0.005,-1.796,-0.275,0.004,-0.846,0.833,1.289,-0.211,2.174,1.435,-0.812,-1.899,-0.666,0.683,2.578,0.462,0.66,0.20152543263816597,0.5777062402294094,0.4454772721475249,0.6250823945689079,0.07283199846221437,0.2764787514439401,0.4801255044256658,2.4211336187827386,0.2623366158202091,0.4447701653663383
3,K16,sample,SRRT,-2.58,-0.3,-0.53,-0.19,-1.86,1.6,1.6,-2.34,-0.49,-0.66,117.44438873058,172.223149832273,669,266,53.1696562032885,52.7236842105263,0.540362259834177,0.509986157566369,38.2600896860987,30.5037593984962,114.574025667042,176.564281286114,831,687,57.5072202166065,41.1339155749636,0.51275479065829,0.518083852661148,32.0625752105896,31.0960698689956,0.942,0.968,0.857,0.69,0.933,1.01,1.03,1,1.06,0.934,0.937,1.04,0.943,0.885,0.963,1.1,1.02,0.972,0.97,0.991,-2.639,-0.843,-1.085,-0.468,-1.931,1.293,1.934,-1.258,-0.001,-1.316,-2.521,0.243,0.026,0.088,-1.795,1.907,1.269,-3.42,-0.976,0,0.7855956338982543,0.3931513703397204,0.08343860018001252,0.7679179643685906,0.09616652224137057,0.43416356364854025,0.4702260094890542,1.5287648609253155,0.6894291116568838,0.9305525240414966
2,J04,sample,CREBBP,-3.3,0.26,-0.83,0.5,-2,-0.78,2.01,-0.84,-2.34,-0.59,110.248020630684,176.602745328773,545,434,56.5110091743119,49.4688940092166,0.530620618619558,0.496415280645057,31.3082568807339,30.8709677419355,108.993028283792,167.259195793364,826,878,56.90799031477,37.00569476082,0.519160703529545,0.535926617297071,30.7239709443099,31.8883826879271,0.899,1.01,0.677,1.12,0.985,0.956,1.02,0.973,0.876,0.955,0.899,1.01,1.04,1.01,0.959,1.01,1.03,1,0.942,1,-3.223,0.007,-1.653,0.579,-1.123,-1.17,1.882,-2.502,-3.443,-1.393,-3.376,0.516,-0.016,0.418,-2.877,-0.381,2.148,0.812,-1.229,0.205,1.1575338008023783,0.11384419177103414,0.1081873375215418,0.3599173516239527,1.2402652942012042,0.5579072503561859,0.1880904037956218,2.3433518728522182,1.5655344135470162,1.1299566363361029
1,J16,sample,TOP2A,6.23,-1.15,-0.66,-1.74,-2.01,-3.11,6.25,7.86,7.57,-6.32,151.365346120549,168.386612624425,496,167,56.1421370967742,43.0119760479042,0.552781748799458,0.588488556590414,41.5907258064516,24.2694610778443,148.515546462601,175.571726786417,417,486,56.9172661870504,35.570987654321,0.546666367064432,0.570381554896131,39.0863309352518,27.6440329218107,1.23,0.932,0.595,0.483,0.951,0.809,1.08,1.15,1.26,0.754,1.3,1.04,1.2,0.589,0.964,0.96,1.09,1.06,1.26,0.876,7.39,-2.434,-1.707,-0.964,-2.98,-4.714,7.804,7.321,9.225,-6.033,5.076,0.133,0.384,-2.513,-1.037,-1.513,4.702,8.406,5.911,-6.611,1.4785602794610708,1.095308404057962,1.636245091665671,1.8151431073058677,1.3739084758454618,2.2634488065781393,2.1934452352406706,0.7672108575874046,2.3433518728522187,0.4087077195258241
